ID;Disciplina;Assunto;Assertiva;Gabarito;comentario;Assunto_Novo;Assunto_Corrigido
425;direiro previdenciário;Dos Dependentes (RGPS);O tempo de serviço rural exercido antes da vigência da Lei nº 8.213/91 pode ser utilizado para fins de contagem recíproca em regime próprio de previdência social, independentemente do pagamento de indenização das contribuições correspondentes.;E;De acordo com a Súmula 10 da TNU, o tempo de serviço rural anterior à Lei nº 8.213/91 pode ser utilizado na contagem recíproca DESDE QUE sejam rigorosamente recolhidas (indenizadas) as respectivas contribuições previdenciárias.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
426;direiro previdenciário;Segurado Facultativo (RGPS);O segurado facultativo de baixa renda que recolhe a alíquota de 5% sobre o salário mínimo poderá computar esse período no Regime Próprio de Previdência Social, desde que efetue a complementação da contribuição até atingir a alíquota de 20%.;C;O tempo recolhido no regime de inclusão previdenciária não serve para contagem recíproca, exceto se o segurado complementar o recolhimento com a diferença entre a alíquota paga e a alíquota básica de 20%, pagando os acréscimos legais.;Segurado Facultativo (RGPS);Segurado Facultativo (RGPS)
427;direiro previdenciário;Tópicos Mesclados sobre Segurados (RGPS);"Para fins de compensação financeira entre regimes, considera-se ""regime instituidor"" aquele ao qual o segurado esteve vinculado anteriormente e que transferiu o tempo de contribuição, sem dele receber a aposentadoria.";E;"O conceito descrito na questão refere-se ao ""Regime de origem"". O ""Regime instituidor"" é exatamente o oposto: é o regime responsável pela CONCESSÃO e pagamento da aposentadoria utilizando o tempo trazido do outro regime.";Tópicos Mesclados / Outros (Previdenciário);Tópicos Mesclados sobre Segurados (RGPS)
428;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;A compensação financeira entre o RGPS e os RPPS será realizada não apenas nas aposentadorias concedidas com contagem recíproca, mas também quando da concessão de auxílio por incapacidade temporária em que for utilizado tempo do regime de origem.;E;A lei estabelece que a compensação financeira será realizada EXCLUSIVAMENTE na contagem recíproca de tempo de contribuição não concomitante utilizado na concessão de aposentadoria (e da pensão dela decorrente).;Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
429;direiro previdenciário;Da Arrecadação e Recolhimento das Contribuições;A Constituição Federal considera nula a aposentadoria concedida por regime próprio com contagem recíproca do RGPS se não houver o recolhimento ou indenização da contribuição pelo segurado que era responsável por recolhê-la na época.;C;A EC nº 103/2019 inseriu expressamente essa regra constitucional para evitar que períodos sem a devida cobertura financeira (contribuição ou indenização) gerem benefícios no serviço público.;Da Arrecadação e Recolhimento das Contribuições;Da Arrecadação e Recolhimento das Contribuições
430;direiro previdenciário;Regime Próprio de Previdência Social na Constituição Federal;É plenamente lícita a desaverbação de tempo de contribuição em regime próprio de previdência social, mesmo que o período averbado já tenha gerado a concessão de vantagens remuneratórias ao servidor em atividade.;E;A lei previdenciária impõe que é expressamente VEDADA a desaverbação de tempo em regime próprio de previdência quando o tempo averbado já tiver gerado a concessão de vantagens remuneratórias ao servidor público em atividade.;Tópicos Mesclados / Outros (Previdenciário);Regime Próprio de Previdência Social na Constituição Federal
431;direiro previdenciário;Da Contagem Recíproca de Tempo de Serviço;Para que a Certidão de Tempo de Contribuição (CTC) seja expedida pelo INSS, não há obrigatoriedade de quitação de eventuais débitos parcelados pelo segurado, bastando que as parcelas do acordo estejam rigorosamente em dia.;E;A certidão de tempo de contribuição só será expedida pelo INSS APÓS a comprovação da QUITAÇÃO de todos os valores devidos, exigindo-se inclusive a quitação total de eventuais parcelamentos de débito.;Da Contagem Recíproca de Tempo de Serviço;Da Contagem Recíproca de Tempo de Serviço
432;direiro previdenciário;Das Inscrições (RGPS);O valor da compensação financeira devido por um regime de origem ao regime instituidor submete-se ao prazo prescricional de 5 anos, contados da notificação administrativa sobre a concessão do benefício.;E;A prescrição quinquenal para cobrar a compensação tem início no primeiro dia subsequente ao recebimento da primeira prestação (se o RGPS for o instituidor) ou no dia seguinte ao registro do ato pelo Tribunal de Contas (se o RPPS for o instituidor).;Tópicos Mesclados / Outros (Previdenciário);Das Inscrições (RGPS)
433;direiro previdenciário;Da Contagem Recíproca de Tempo de Serviço;"Tratando-se de compensação financeira, o ""Estoque RPPS"" considera os valores da compensação em atraso relativos ao período entre 1988 e 1999 de benefícios concedidos nesse interregno com contagem recíproca de outro RPPS.";C;O conceito exato de Estoque RPPS abrange os valores da compensação em atraso no período compreendido entre 05/10/1988 e 05/05/1999 de benefícios com contagem recíproca de outro RPPS.;Da Contagem Recíproca de Tempo de Serviço;Da Contagem Recíproca de Tempo de Serviço
434;direiro previdenciário;Assistência Social (LOAS/BPC);O Conselho Nacional de Regimes Próprios de Previdência Social (CNRPPS) tem, entre suas competências, a atribuição de julgar em última instância os recursos relativos aos benefícios previdenciários indeferidos pelos entes estaduais.;E;O CNRPPS é um órgão colegiado de deliberação de parâmetros e diretrizes de gestão dos regimes próprios. Ele não possui competência recursal para julgar a concessão ou indeferimento de benefícios.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
435;direiro previdenciário;Auxílio-Acidente;O segurado em gozo de auxílio-acidente que solicitar a emissão de Certidão de Tempo de Contribuição (CTC) pelo INSS para averbar seu tempo em outro regime terá o seu benefício encerrado na data de emissão do documento.;C;O normativo prevê expressamente que a emissão da CTC causa o encerramento do auxílio-acidente, do auxílio-suplementar ou do abono de permanência em serviço na exata data em que o documento for gerado.;Auxílio-Acidente;Auxílio-Acidente
436;direiro previdenciário;Das Inscrições (RGPS);Os recursos administrativos interpostos contra a análise dos requerimentos de compensação financeira entre o RGPS e o RPPS serão julgados exclusivamente pelo Conselho Nacional de Regimes Próprios de Previdência Social (CNRPPS).;E;Conforme o material, os recursos administrativos sobre a compensação financeira entre o RGPS e os RPPS deverão ser julgados pelo Conselho de Recursos da Previdência Social (CRPS), e não pelo CNRPPS.;Recursos das Decisões Administrativas;Das Inscrições (RGPS)
437;direiro previdenciário;Da Arrecadação e Recolhimento das Contribuições;A Constituição Federal proíbe expressamente a contagem de tempo de contribuição fictício, vedando a utilização de tempo em que não houve efetiva prestação de serviço ou recolhimento tanto para a concessão de benefícios quanto para a contagem recíproca.;C;O art. 201, § 14 da Constituição Federal, incluído pela Reforma da Previdência (EC 103/2019), veda expressamente o cômputo de tempo fictício sob qualquer pretexto.;Da Arrecadação e Recolhimento das Contribuições;Da Arrecadação e Recolhimento das Contribuições
438;direiro previdenciário;Regime Próprio de Previdência Social na Constituição Federal;Se o tempo de contribuição exercido na iniciativa privada já houver sido utilizado para garantir a concessão de uma aposentadoria no Regime Geral (RGPS), o segurado não poderá utilizar esse mesmo período para obter uma segunda aposentadoria no RPPS.;C;É proibido que um sistema compute o tempo de serviço já utilizado para concessão de aposentadoria pelo outro regime, materializando a regra de que a mesma causa (mesmo tempo) não pode dar ensejo a dois benefícios distintos.;Tópicos Mesclados / Outros (Previdenciário);Regime Próprio de Previdência Social na Constituição Federal
439;direiro previdenciário;Regime Próprio de Previdência Social na Constituição Federal;A composição do Conselho Nacional de Regimes Próprios de Previdência Social (CNRPPS) é presidida por um representante dos trabalhadores e seus membros possuem mandato ininterrupto de quatro anos, vedada a recondução.;E;O CNRPPS é presidido pelo Secretário de Regime Próprio e Complementar do Ministério da Previdência Social. Além disso, o mandato dos membros é de apenas 02 (dois) anos, sendo permitida UMA única recondução.;Tópicos Mesclados / Outros (Previdenciário);Regime Próprio de Previdência Social na Constituição Federal
440;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;Após a Reforma da Previdência (EC nº 103/2019), tornou-se obrigatória a instituição de Regime Próprio de Previdência Social (RPPS) por todos os Municípios que ainda não possuíam regime próprio, estabelecendo-se um prazo máximo para essa adequação.;E;A EC nº 103/2019, em seu art. 40, § 22, vedou expressamente a criação de novos regimes próprios de previdência social. Os Municípios que não possuíam RPPS até a data da reforma não poderão mais instituí-lo, devendo seus servidores permanecer vinculados ao RGPS.;Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
441;direiro previdenciário;Regime Próprio de Previdência Social na Constituição Federal;O ocupante exclusivamente de cargo em comissão, declarado em lei de livre nomeação e exoneração, ou de cargo temporário, não é amparado pelo RPPS, sendo filiado obrigatoriamente ao Regime Geral de Previdência Social.;C;De acordo com o art. 40, § 13 da Constituição Federal (com redação dada pela EC nº 103/2019), aplica-se obrigatoriamente o RGPS ao agente público ocupante, exclusivamente, de cargo em comissão, cargo temporário, mandato eletivo ou emprego público.;Tópicos Mesclados / Outros (Previdenciário);Regime Próprio de Previdência Social na Constituição Federal
442;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;A Reforma da Previdência limitou o rol de benefícios pagos pelos regimes próprios de previdência social, que passaram a gerir exclusivamente as aposentadorias, a pensão por morte e o auxílio por incapacidade temporária.;E;A EC nº 103/2019 restringiu o rol de benefícios do RPPS a APENAS duas modalidades: aposentadorias e pensão por morte. Benefícios como o auxílio por incapacidade temporária (auxílio-doença) e o salário-maternidade passaram a ser pagos diretamente pelo ente federativo.;Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
